,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Rent (R$),Condominium Fee (R$),Total Value (R$),Value per m²
6103,Outro,38,2,1,1,1200,150,1350,35.526318
6104,Higienópolis,60,2,2,1,2000,830,2830,47.166668
6105,Outro,49,1,2,1,3300,550,3850,78.57143
6106,Outro,50,2,1,1,1000,680,1680,33.6
6107,Vila Mariana,82,2,3,1,2800,751,3551,43.30488
6108,Itaim Bibi,70,2,2,1,3490,1700,5190,74.14286
6109,Vila Nova Conceição,160,2,3,3,25000,2000,27000,168.75
6110,Vila Santa Catarina,77,2,2,1,4000,550,4550,59.090908
6111,Pinheiros,43,1,1,1,3400,647,4047,94.11628
6112,Outro,56,2,1,1,2190,570,2760,49.285713
6113,Outro,68,2,1,1,1150,350,1500,22.058823
6114,Consolação,30,1,1,0,1200,344,1544,51.466667
6115,Chácara Inglesa,90,2,2,2,4900,700,5600,62.22222
6116,Móoca,110,3,3,3,3500,800,4300,39.090908
6117,Pinheiros,86,3,3,1,3300,1080,4380,50.930233
6118,Vila Mariana,56,2,2,2,2500,799,3299,58.910713
6119,Bela Vista,114,3,3,2,7485,1015,8500,74.5614
6120,Vila Olímpia,60,2,2,2,4500,1350,5850,97.5
6121,Santa Cecília,77,2,2,0,2300,716,3016,39.16883
6122,República,170,2,1,0,2600,650,3250,19.117647
6123,Vila Andrade,340,4,5,5,3900,3050,6950,20.441177
6124,Jardins,61,2,1,2,2740,1089,3829,62.770493
6125,Brooklin,39,1,1,1,3000,310,3310,84.871796
6126,Morumbi,74,3,2,2,2100,550,2650,35.81081
6127,Vila Clementino,100,2,2,2,2500,921,3421,34.21
6128,Pinheiros,48,1,1,1,2500,660,3160,65.833336
6129,Moema,46,1,1,1,3700,706,4406,95.78261
6130,Sumaré,81,2,2,1,2700,720,3420,42.22222
6131,Centro,35,1,1,1,1000,466,1466,41.885715
6132,Vila Clementino,180,3,3,1,1900,1800,3700,20.555555
6133,Higienópolis,130,2,2,1,3500,2283,5783,44.484615
6134,Outro,31,1,1,1,2900,400,3300,106.451614
6135,Brooklin,80,2,2,2,6500,758,7258,90.725
6136,Vila Olímpia,40,1,1,1,3800,0,3800,95.0
6137,Brooklin,60,2,2,1,4900,983,5883,98.05
6138,Vila Carrão,68,3,2,1,2600,0,2600,38.235294
6139,Sumaré,90,2,1,1,2400,920,3320,36.88889
6140,Pinheiros,135,3,4,2,6300,1650,7950,58.88889
6141,Casa Verde,65,2,2,1,2500,693,3193,49.123077
6142,Morumbi,55,1,1,1,2500,403,2903,52.78182
6143,Tatuapé,117,3,3,3,3100,960,4060,34.700855
6144,Casa Verde,49,1,1,1,2400,456,2856,58.285713
6145,Outro,35,1,1,0,650,0,650,18.571428
6146,Bela Vista,40,1,1,0,1300,590,1890,47.25
6147,Pinheiros,72,2,2,1,2500,880,3380,46.944443
6148,Vila Prudente,50,2,1,1,1800,436,2236,44.72
6149,Outro,70,2,2,2,2600,975,3575,51.07143
6150,Paraíso,80,2,1,1,2500,980,3480,43.5
6151,Ipiranga,80,3,2,1,3100,505,3605,45.0625
6152,Vila Nova Conceição,35,1,1,1,2900,750,3650,104.28571
6153,Consolação,42,1,1,0,2700,550,3250,77.38095
6154,Campo Belo,55,1,1,1,2200,513,2713,49.327274
6155,Outro,27,1,1,0,775,85,860,31.851852
6156,Outro,42,2,1,0,1300,0,1300,30.952381
6157,Ipiranga,83,3,2,0,1750,769,2519,30.349398
6158,Vila Mascote,58,1,1,0,1200,400,1600,27.586206
6159,Tatuapé,50,2,2,1,2000,0,2000,40.0
6160,Itaim Bibi,45,1,1,0,1500,390,1890,42.0
6161,Vila Andrade,54,2,1,2,1200,840,2040,37.77778
6162,Panamby,56,2,1,2,2000,760,2760,49.285713
6163,Itaim Bibi,65,1,1,1,5900,930,6830,105.07692
6164,Morumbi,157,3,6,3,3000,2400,5400,34.394905
6165,Aclimação,20,1,1,0,990,267,1257,62.85
6166,Moema,240,4,4,4,8500,2700,11200,46.666668
6167,Vila Mariana,110,3,3,1,1900,1200,3100,28.181818
6168,Higienópolis,104,2,2,1,3000,705,3705,35.625
6169,Panamby,320,4,6,4,16000,4200,20200,63.125
6170,Paraíso,180,3,2,3,12000,0,12000,66.666664
6171,Paraíso,72,2,2,1,2100,779,2879,39.98611
6172,Aclimação,34,1,1,1,1200,837,2037,59.911766
6173,Vila Buarque,70,2,2,2,3100,800,3900,55.714287
6174,Moema,46,1,1,1,1765,684,2449,53.239132
6175,Bela Vista,68,2,1,1,1500,684,2184,32.117645
6176,Outro,52,1,1,0,1400,290,1690,32.5
6177,Bela Vista,60,2,1,1,2100,800,2900,48.333332
6178,Outro,40,2,1,0,900,100,1000,25.0
6179,Consolação,63,2,1,1,1900,556,2456,38.984127
6180,Outro,57,2,2,2,2350,511,2861,50.19298
6181,Bela Vista,32,1,1,0,1200,325,1525,47.65625
6182,Brás,70,2,2,0,1700,200,1900,27.142857
6183,Saúde,68,2,2,1,3500,547,4047,59.514706
6184,Outro,49,2,1,1,700,187,887,18.102041
6185,Bela Vista,110,3,3,1,2900,807,3707,33.7
6186,Vila Clementino,51,2,1,1,3700,650,4350,85.29412
6187,Indianópolis,140,3,3,2,7000,1764,8764,62.6
6188,Outro,236,3,4,4,35000,5000,40000,169.49153
6189,Vila Mariana,21,1,1,0,2100,350,2450,116.666664
6190,Santana,104,3,3,2,3000,1241,4241,40.778847
6191,Outro,75,2,1,1,1900,798,2698,35.97333
6192,Moema,196,4,5,3,14000,3960,17960,91.63265
6193,Outro,60,2,2,1,1700,700,2400,40.0
6194,Tatuapé,46,2,1,0,1400,320,1720,37.391304
6195,Vila Mariana,77,3,1,2,3800,761,4561,59.233765
6196,Jardim Paulista,130,3,3,2,5000,1106,6106,46.96923
6197,Brás,72,3,2,1,2300,707,3007,41.76389
6198,Saúde,40,1,1,1,1700,425,2125,53.125
6199,Brás,72,3,2,0,2300,450,2750,38.194443
6200,Outro,178,3,4,3,3600,1890,5490,30.842697
6201,Pinheiros,54,2,1,0,2400,451,2851,52.796295
6202,Jardim Paulista,58,1,1,1,2700,762,3462,59.689655
6203,Chácara Inglesa,68,2,2,1,2500,1000,3500,51.47059
6204,Outro,43,2,1,1,1100,348,1448,33.67442
6205,Outro,110,3,4,2,4000,850,4850,44.090908
6206,Cambuci,26,1,1,0,1350,150,1500,57.692307
6207,Bela Vista,42,1,1,1,1700,462,2162,51.47619
6208,Vila Mariana,40,1,1,0,1500,497,1997,49.925
6209,Liberdade,30,1,1,0,2200,250,2450,81.666664
6210,Moema,40,1,1,1,2550,750,3300,82.5
6211,Consolação,39,1,1,1,2200,370,2570,65.89744
6212,Panamby,715,4,8,10,65000,0,65000,90.90909
6213,Vila Carrão,40,2,1,0,1300,150,1450,36.25
6214,Mirandópolis,41,1,1,1,2000,511,2511,61.243904
6215,Alto Da Boa Vista,75,2,2,2,3600,902,4502,60.02667
6216,Outro,82,3,2,1,2600,538,3138,38.26829
6217,Pinheiros,71,2,2,2,5500,1007,6507,91.64789
6218,Chácara Santo Antônio,73,2,1,1,4500,710,5210,71.369865
6219,Brooklin,96,3,2,1,4500,1350,5850,60.9375
6220,Jardim Paulista,48,1,1,1,2045,950,2995,62.395832
6221,Higienópolis,425,2,3,3,22900,4900,27800,65.411766
6222,Vila Mariana,185,3,5,3,11000,1800,12800,69.189186
6223,Cambuci,115,3,2,2,3500,1096,4596,39.965218
6224,Vila Carrão,80,3,2,1,2100,0,2100,26.25
6225,Alto Da Boa Vista,53,2,1,1,3200,400,3600,67.92453
6226,Móoca,64,2,2,1,2700,800,3500,54.6875
6227,Vila Olímpia,95,1,2,2,6500,1708,8208,86.4
6228,Outro,53,1,1,0,1600,914,2514,47.433964
6229,Outro,69,2,2,1,3500,474,3974,57.594204
6230,Vila Carrão,69,3,1,1,1500,600,2100,30.434782
6231,Vila Nova Conceição,105,2,2,1,6000,1450,7450,70.95238
6232,Vila Buarque,60,2,1,0,1800,563,2363,39.383335
6233,Vila Mariana,45,1,1,1,1900,662,2562,56.933334
6234,Ipiranga,71,3,2,1,1850,614,2464,34.704224
6235,Vila Clementino,65,2,2,1,4300,678,4978,76.58462
6236,Santa Cecília,210,3,1,3,4500,2382,6882,32.771427
6237,Paraíso,40,1,1,1,1600,875,2475,61.875
6238,Moema,55,1,1,1,1800,1400,3200,58.18182
6239,Vila Romana,90,2,2,2,3360,979,4339,48.211113
6240,Brás,75,2,1,0,1500,0,1500,20.0
6241,Outro,52,2,1,1,1450,269,1719,33.057693
6242,Morumbi,65,3,1,1,1700,485,2185,33.615383
6243,Vila Prudente,33,1,1,0,1350,75,1425,43.18182
6244,Perdizes,110,3,3,2,3600,1595,5195,47.227272
6245,Brás,50,1,1,0,690,454,1144,22.88
6246,Vila Leopoldina,88,3,3,2,3499,800,4299,48.852272
6247,Vila Nova Conceição,274,3,4,4,22000,4400,26400,96.350365
6248,Pompeia,38,1,1,1,1900,630,2530,66.57895
6249,Saúde,55,2,1,1,2300,562,2862,52.036366
6250,Consolação,61,1,2,0,2080,461,2541,41.65574
6251,Itaim Bibi,137,3,3,1,4500,1361,5861,42.78102
6252,Bela Vista,55,2,2,1,3100,844,3944,71.70909
6253,Alto de Pinheiros,300,4,4,4,6000,5000,11000,36.666668
6254,Vila Cruzeiro,66,1,2,2,3800,600,4400,66.666664
6255,Granja Julieta,95,3,3,2,4100,650,4750,50.0
6256,Itaim Bibi,80,3,2,1,3250,1030,4280,53.5
6257,Consolação,94,2,2,1,2000,1050,3050,32.446808
6258,Outro,63,3,2,1,1300,575,1875,29.761906
6259,Jardim Paulista,64,2,1,2,4000,850,4850,75.78125
6260,Jardim Europa,240,3,3,2,13000,3000,16000,66.666664
6261,Campo Belo,428,4,7,3,29500,3400,32900,76.869156
6262,Barra Funda,70,2,2,2,2500,575,3075,43.92857
6263,Bela Vista,48,1,1,0,2200,900,3100,64.583336
6264,Pinheiros,84,1,2,2,6800,1400,8200,97.61905
6265,Barra Funda,33,1,1,1,1950,393,2343,71.0
6266,Jardim Paulista,98,3,3,0,2600,1391,3991,40.72449
6267,Jardim Paulista,186,2,3,1,7700,2151,9851,52.962364
6268,Aclimação,50,1,1,1,1450,492,1942,38.84
6269,Outro,48,2,1,1,1499,0,1499,31.229166
6270,Tatuapé,27,1,1,1,1700,345,2045,75.74074
6271,Santa Cecília,31,1,1,0,1200,350,1550,50.0
6272,Vila Clementino,65,2,2,1,3500,980,4480,68.92308
6273,Outro,87,3,3,2,3100,820,3920,45.057472
6274,Higienópolis,25,1,1,0,1650,230,1880,75.2
6275,Bela Vista,47,1,1,1,1850,817,2667,56.744682
6276,Chácara Klabin,64,2,2,1,4200,1000,5200,81.25
6277,Outro,70,2,2,1,2500,848,3348,47.82857
6278,Moema,37,1,1,1,1600,1001,2601,70.297295
6279,Campo Belo,43,1,2,1,3100,352,3452,80.27907
6280,Vila Mariana,63,2,2,1,2500,770,3270,51.904762
6281,Vila Nova Conceição,50,1,1,1,3950,1375,5325,106.5
6282,Vila Mariana,94,3,2,1,3700,575,4275,45.47872
6283,Vila Olímpia,55,2,1,1,2500,748,3248,59.054546
6284,Vila Mariana,64,2,1,1,3500,750,4250,66.40625
6285,Outro,65,3,2,1,1750,450,2200,33.846153
6286,Outro,55,2,1,1,1400,320,1720,31.272728
6287,Outro,55,2,1,0,1500,100,1600,29.09091
6288,Brás,96,3,2,1,1500,800,2300,23.958334
6289,Vila Olímpia,120,3,3,2,4500,1160,5660,47.166668
6290,Pinheiros,85,1,1,1,5150,1400,6550,77.05882
6291,Bela Vista,28,1,1,0,1100,374,1474,52.642857
6292,Aclimação,50,2,2,1,2500,642,3142,62.84
6293,Santana,60,2,1,1,1350,305,1655,27.583334
6294,Itaim Bibi,100,3,2,1,2700,1300,4000,40.0
6295,Vila Mariana,70,2,2,1,2800,1270,4070,58.142857
6296,Casa Verde,80,3,2,1,1200,615,1815,22.6875
6297,Bela Vista,113,3,2,0,2800,514,3314,29.327435
6298,Vila Prudente,45,2,1,1,1350,300,1650,36.666668
6299,Pinheiros,30,1,1,1,3000,550,3550,118.333336
6300,Vila Prudente,86,3,2,1,2000,650,2650,30.813953
6301,Pinheiros,60,2,2,1,4500,830,5330,88.833336
6302,Itaim Bibi,100,1,2,2,8600,1365,9965,99.65
6303,Liberdade,82,2,2,1,1850,907,2757,33.621952
6304,Brooklin,41,1,1,1,3800,630,4430,108.04878
6305,Moema,287,5,5,4,8500,2250,10750,37.456448
6306,Lapa,50,2,1,1,1900,600,2500,50.0
6307,Jardim América,190,3,3,1,5500,3800,9300,48.94737
6308,Vila Cruzeiro,49,1,1,1,3000,0,3000,61.22449
6309,Outro,42,1,1,1,1600,535,2135,50.833332
6310,Butantã,60,2,1,1,1350,730,2080,34.666668
6311,Campos Eliseos,51,2,1,1,2500,640,3140,61.568626
6312,Vila Leopoldina,76,2,2,1,3600,700,4300,56.57895
6313,Liberdade,52,2,2,1,1500,620,2120,40.76923
6314,Vila Mariana,155,3,5,3,9000,1300,10300,66.451614
6315,Campo Belo,49,1,1,1,2850,550,3400,69.38776
6316,Freguesia do Ó,50,2,1,1,1500,410,1910,38.2
6317,Consolação,24,1,1,1,3300,300,3600,150.0
6318,Paraíso,112,2,2,1,3900,1100,5000,44.642857
6319,Vila Nova Conceição,109,1,1,2,10600,1400,12000,110.09174
6320,Vila Mariana,75,3,2,1,3800,750,4550,60.666668
6321,Saúde,65,2,1,1,1800,750,2550,39.23077
6322,Vila Mariana,42,1,1,0,2400,390,2790,66.42857
6323,Moema,44,1,1,1,3300,505,3805,86.47727
6324,Vila Leopoldina,56,2,2,1,2600,550,3150,56.25
6325,Vila Madalena,30,1,1,0,2300,550,2850,95.0
6326,Chácara Santo Antônio,104,3,4,2,3900,980,4880,46.923077
6327,Vila Andrade,95,3,3,2,3500,1017,4517,47.547367
6328,Morumbi,67,2,2,2,2750,700,3450,51.49254
6329,Jardim Anália Franco,55,1,1,2,3800,500,4300,78.181816
6330,Vila Madalena,61,2,2,1,5100,850,5950,97.540985
6331,Campo Belo,100,3,3,2,4222,1278,5500,55.0
6332,Outro,22,1,1,0,2700,340,3040,138.18182
6333,Itaim Bibi,96,2,2,2,7000,1750,8750,91.145836
6334,Tatuapé,38,2,1,0,1500,400,1900,50.0
6335,Jardim Paulista,42,1,1,1,2500,1300,3800,90.47619
6336,Brás,48,2,1,1,1200,400,1600,33.333332
6337,Moema,50,1,2,1,2250,486,2736,54.72
6338,Outro,55,3,1,1,1600,526,2126,38.654545
6339,Outro,47,2,1,1,900,450,1350,28.723404
6340,Vila Olímpia,63,2,2,1,2400,915,3315,52.61905
6341,Chácara Santo Antônio,55,2,2,1,2150,1072,3222,58.581818
6342,Jabaquara,49,2,1,1,1290,610,1900,38.77551
6343,Outro,408,3,4,4,40000,8308,48308,118.40196
6344,Vila Leopoldina,48,1,1,1,2600,454,3054,63.625
6345,Ipiranga,101,3,1,2,3500,795,4295,42.524754
6346,Campo Belo,70,2,1,1,2700,750,3450,49.285713
6347,Pinheiros,80,2,1,1,2100,760,2860,35.75
6348,Paraíso,79,2,2,2,6000,1041,7041,89.12658
6349,Bela Vista,47,2,1,1,3200,832,4032,85.78723
6350,Outro,42,2,1,0,1600,160,1760,41.904762
6351,Bela Vista,45,1,1,1,3700,544,4244,94.31111
6352,Outro,40,2,1,1,1500,0,1500,37.5
6353,Vila Andrade,69,2,2,1,2500,560,3060,44.347828
6354,Móoca,77,3,3,2,1600,1300,2900,37.66234
6355,Vila Mascote,60,2,1,1,1900,720,2620,43.666668
6356,Pinheiros,45,1,1,2,4100,600,4700,104.44444
6357,Outro,37,1,1,1,4950,665,5615,151.75676
6358,Morumbi,67,3,2,1,2000,450,2450,36.567165
6359,Vila Madalena,145,3,5,3,9700,2400,12100,83.44827
6360,Perdizes,58,2,2,1,2100,630,2730,47.068966
6361,Santo Amaro,40,1,1,1,2500,0,2500,62.5
6362,Consolação,58,2,1,1,2600,690,3290,56.724136
6363,Vila Clementino,96,3,4,2,4000,1150,5150,53.645832
6364,Bela Vista,30,1,1,0,900,414,1314,43.8
6365,Pinheiros,60,2,2,1,2254,706,2960,49.333332
6366,Itaim Bibi,92,2,3,1,4000,1206,5206,56.586956
6367,Paraíso,90,2,2,1,3400,875,4275,47.5
6368,Vila Sônia,84,3,2,2,3500,0,3500,41.666668
6369,Morumbi,48,2,1,1,1400,1200,2600,54.166668
6370,Perdizes,37,1,1,1,2300,560,2860,77.297295
6371,Aclimação,46,1,1,1,1800,501,2301,50.02174
6372,Outro,59,2,2,1,3000,600,3600,61.01695
6373,Outro,44,2,1,1,1650,257,1907,43.340908
6374,Saúde,73,3,2,2,2700,920,3620,49.589043
6375,Pinheiros,103,3,2,1,3500,1220,4720,45.82524
6376,Vila Olímpia,64,2,2,1,5200,800,6000,93.75
6377,Vila Nova Conceição,140,2,2,2,8000,1200,9200,65.71429
6378,Lapa,57,2,1,1,1000,510,1510,26.491228
6379,Consolação,37,1,1,1,2200,570,2770,74.86487
6380,Outro,46,2,1,1,1500,317,1817,39.5
6381,Pinheiros,46,1,1,2,5300,1300,6600,143.47826
6382,Cambuci,68,2,1,1,1800,668,2468,36.294117
6383,Outro,69,2,2,1,6300,376,6676,96.753624
6384,Paraíso,40,1,1,1,2200,653,2853,71.325
6385,Vila Mariana,98,3,1,2,4000,800,4800,48.97959
6386,Chácara Inglesa,39,2,1,0,3500,350,3850,98.71795
6387,Santana,70,2,2,1,1700,570,2270,32.42857
6388,Ipiranga,82,2,2,2,1600,560,2160,26.341463
6389,Vila Nova Conceição,158,3,3,2,12000,2000,14000,88.6076
6390,Consolação,35,1,1,0,1200,295,1495,42.714287
6391,Vila Sônia,74,3,2,2,2000,855,2855,38.58108
6392,Vila Nova Conceição,167,2,3,3,15000,2095,17095,102.36527
6393,Moema,31,1,1,1,3300,350,3650,117.741936
6394,Brooklin,55,2,2,1,2500,962,3462,62.945454
6395,Morumbi,226,3,5,3,800,3905,4705,20.818584
6396,Pinheiros,90,2,2,2,12000,981,12981,144.23334
6397,Outro,49,2,1,1,1100,350,1450,29.591837
6398,Outro,75,2,2,0,2500,631,3131,41.746666
6399,Móoca,33,1,1,0,2200,272,2472,74.90909
6400,Perdizes,70,2,2,1,2200,925,3125,44.642857
6401,Vila Olímpia,81,2,2,1,6000,0,6000,74.07407
6402,Vila Olímpia,74,2,1,1,2000,808,2808,37.945946
6403,Brooklin,38,1,1,1,3500,600,4100,107.89474
6404,Consolação,40,1,1,1,2500,500,3000,75.0
6405,Panamby,138,3,5,2,5000,1500,6500,47.101448
6406,Jabaquara,60,1,1,1,1400,740,2140,35.666668
6407,Bela Vista,28,1,1,0,1250,240,1490,53.214287
6408,Butantã,58,2,1,1,1300,660,1960,33.793102
6409,Santo Amaro,38,1,1,0,1249,0,1249,32.86842
6410,Perdizes,154,3,5,3,5700,1740,7440,48.311687
6411,Outro,30,1,1,0,1150,150,1300,43.333332
6412,Santa Ifigênia,40,1,1,1,3200,586,3786,94.65
6413,Bela Vista,35,1,1,0,1700,279,1979,56.54286
6414,Saúde,68,2,1,1,2800,518,3318,48.794117
6415,Granja Julieta,193,4,4,3,8000,2100,10100,52.331608
6416,Perdizes,80,2,2,1,2700,900,3600,45.0
6417,Santana,60,2,1,0,1500,600,2100,35.0
6418,Brooklin,75,2,2,1,2600,982,3582,47.76
6419,Jardim Paulista,65,2,2,1,4900,960,5860,90.15385
6420,Vila Olímpia,55,2,1,1,1800,1071,2871,52.2
6421,Pinheiros,68,2,1,1,2200,760,2960,43.52941
6422,Outro,110,3,5,2,3300,1100,4400,40.0
6423,Jardim Paulista,45,2,1,1,2200,879,3079,68.422226
6424,Saúde,60,2,2,2,3000,680,3680,61.333332
6425,Vila Mariana,75,2,1,0,2600,580,3180,42.4
6426,Outro,57,2,1,1,1200,575,1775,31.14035
6427,Vila Romana,90,2,2,0,1950,250,2200,24.444445
6428,Vila Santa Catarina,50,2,1,2,1100,781,1881,37.62
6429,Outro,60,2,1,1,1380,1,1381,23.016666
6430,Campo Belo,161,3,5,3,11000,1716,12716,78.98137
6431,Liberdade,63,2,2,1,2150,710,2860,45.396824
6432,Vila Mariana,35,1,1,0,2000,626,2626,75.02857
6433,Itaim Bibi,70,1,2,1,8000,1000,9000,128.57143
6434,Outro,49,2,1,1,1200,370,1570,32.040817
6435,Vila Mariana,177,4,3,3,10000,0,10000,56.497173
6436,Vila Mariana,106,3,1,2,2750,1531,4281,40.38679
6437,Jardim América,351,4,4,5,45000,6812,51812,147.61253
6438,Jardim Paulista,130,3,3,1,7765,1550,9315,71.65385
6439,Moema,126,2,2,2,11700,1320,13020,103.333336
6440,Cerqueira César,71,2,2,1,2900,886,3786,53.323944
6441,Cidade Monções,83,3,2,1,2300,825,3125,37.650604
6442,Bela Vista,37,1,1,0,1800,400,2200,59.45946
6443,Outro,60,2,2,1,1700,1011,2711,45.183334
6444,Outro,68,2,2,1,2500,545,3045,44.77941
6445,Pinheiros,118,3,2,1,2700,1400,4100,34.74576
6446,Campo Belo,45,1,1,1,2000,555,2555,56.77778
6447,Vila Cruzeiro,37,1,1,1,2300,512,2812,76.0
6448,Barra Funda,51,2,1,0,1250,363,1613,31.62745
6449,Aclimação,45,1,1,0,1500,350,1850,41.11111
6450,Higienópolis,130,3,3,2,6000,1230,7230,55.615383
6451,Vila Guarani,45,1,1,1,2200,494,2694,59.866665
6452,Itaim Bibi,77,1,2,2,8000,1747,9747,126.58442
6453,Outro,25,1,1,0,900,190,1090,43.6
6454,Cerqueira César,40,1,1,0,1550,370,1920,48.0
6455,Paraíso,71,2,1,0,2100,410,2510,35.35211
6456,Vila Mariana,47,1,1,0,1700,400,2100,44.68085
6457,Outro,50,2,1,1,1120,380,1500,30.0
6458,Moema,205,4,6,3,16000,3135,19135,93.34146
6459,Outro,22,1,1,1,2436,446,2882,131.0
6460,Vila Buarque,40,1,1,1,1500,681,2181,54.525
6461,Moema,211,3,1,0,5000,5050,10050,47.630333
6462,Barra Funda,63,2,2,1,1800,890,2690,42.698414
6463,Higienópolis,45,1,2,1,1630,1050,2680,59.555557
6464,Vila Guarani,61,2,1,1,2000,629,2629,43.098362
6465,Vila Olímpia,25,1,1,1,2500,820,3320,132.8
6466,Chácara Santo Antônio,82,2,2,1,2000,495,2495,30.426828
6467,Moema,45,1,1,1,2395,776,3171,70.46667
6468,Moema,94,3,3,2,7300,1400,8700,92.55319
6469,Outro,75,3,2,2,2100,370,2470,32.933334
6470,Saúde,77,2,2,1,1900,850,2750,35.714287
6471,Consolação,35,1,1,1,2300,650,2950,84.28571
6472,Tatuapé,315,3,5,5,17000,1632,18632,59.149208
6473,Santa Ifigênia,30,1,1,0,2300,371,2671,89.03333
6474,Outro,75,3,3,1,2200,720,2920,38.933334
6475,Vila Leopoldina,93,3,2,2,4300,815,5115,55.0
6476,Brooklin,69,2,2,1,4500,800,5300,76.81159
6477,Vila Nova Conceição,70,2,2,1,3100,1480,4580,65.42857
6478,Outro,40,2,1,0,900,0,900,22.5
6479,Vila Mariana,74,2,2,2,4200,650,4850,65.54054
6480,Chácara Inglesa,80,2,1,0,2200,100,2300,28.75
6481,Pinheiros,86,2,2,1,3000,1264,4264,49.581394
6482,Bela Vista,35,1,1,0,1400,450,1850,52.857143
6483,Outro,68,3,1,1,2100,0,2100,30.882353
6484,Higienópolis,208,3,4,2,4800,2060,6860,32.98077
6485,Santana,86,3,3,2,1600,1000,2600,30.232557
6486,Pirituba,62,2,1,1,1250,350,1600,25.806452
6487,Alto Da Boa Vista,371,4,5,5,13000,2944,15944,42.975742
6488,Outro,74,3,1,1,1700,678,2378,32.135136
6489,Moema,95,3,1,2,3300,1447,4747,49.968422
6490,Ipiranga,48,2,1,1,1800,521,2321,48.354168
6491,Brooklin,67,2,2,2,4900,1200,6100,91.04478
6492,Outro,50,1,1,0,1350,0,1350,27.0
6493,Outro,50,2,1,1,1300,350,1650,33.0
6494,Aclimação,85,3,3,1,3200,830,4030,47.411766
6495,Outro,68,3,2,1,2500,630,3130,46.02941
6496,Jardim Paulista,60,2,2,1,4000,850,4850,80.833336
6497,Paraíso,57,2,2,1,2900,978,3878,68.03509
6498,Jardins,178,3,3,1,8000,2450,10450,58.707867
6499,Brooklin,68,2,3,1,2500,1190,3690,54.264706
6500,Morumbi,90,3,2,2,3800,663,4463,49.58889
6501,Bela Vista,48,1,1,0,1900,900,2800,58.333332
6502,Itaim Bibi,45,1,1,1,2000,670,2670,59.333332
6503,Pinheiros,70,2,1,1,2600,390,2990,42.714287
6504,Outro,70,3,2,1,1800,580,2380,34.0
6505,Brooklin,180,4,6,3,6500,2770,9270,51.5
6506,Paraíso,56,2,2,1,2200,883,3083,55.05357
6507,Outro,50,2,1,1,1330,670,2000,40.0
6508,Outro,64,2,1,1,1050,650,1700,26.5625
6509,Freguesia do Ó,70,2,2,1,2300,375,2675,38.214287
6510,Santana,30,1,1,1,2700,0,2700,90.0
6511,Pinheiros,157,3,4,3,13000,2050,15050,95.85987
6512,Vila Mariana,40,1,2,1,2200,490,2690,67.25
6513,Outro,85,2,1,1,2280,0,2280,26.82353
6514,Cambuci,49,2,1,1,1600,500,2100,42.857143
6515,Perdizes,65,2,2,2,3000,700,3700,56.923077
6516,Outro,55,3,1,1,1300,565,1865,33.909092
6517,Consolação,62,1,1,1,1800,492,2292,36.967743
6518,Moema,90,3,2,1,3400,317,3717,41.3
6519,Jaguaré,70,3,1,1,2650,0,2650,37.857143
6520,Tatuapé,70,2,2,2,2400,711,3111,44.442856
6521,Itaim Bibi,37,1,1,1,1900,630,2530,68.37838
6522,Vila Olímpia,123,2,3,2,13200,1500,14700,119.51219
6523,Outro,56,2,1,1,2800,0,2800,50.0
6524,Itaim Bibi,77,1,2,2,8000,1747,9747,126.58442
6525,Barra Funda,33,1,1,0,1600,290,1890,57.272728
6526,Pinheiros,100,3,2,0,3000,818,3818,38.18
6527,Pinheiros,60,2,2,1,2300,1243,3543,59.05
6528,Móoca,60,1,1,0,1200,200,1400,23.333334
6529,Outro,55,1,1,1,3200,470,3670,66.72727
6530,Campo Belo,192,3,5,4,13200,3000,16200,84.375
6531,Vila Guarani,63,2,2,1,2000,680,2680,42.539684
6532,Moema,46,1,1,1,3000,529,3529,76.71739
6533,Pinheiros,42,1,1,1,2500,670,3170,75.47619
6534,Campo Belo,50,1,1,1,3500,450,3950,79.0
6535,Bela Vista,54,1,1,1,1800,1600,3400,62.962963
6536,Outro,75,2,2,2,4100,1055,5155,68.73333
6537,Outro,56,2,2,1,2200,553,2753,49.160713
6538,Moema,104,2,2,2,6000,1200,7200,69.23077
6539,Vila Cruzeiro,49,1,1,1,2800,480,3280,66.938774
6540,Outro,35,1,1,0,1000,30,1030,29.428572
6541,Vila Mariana,57,2,2,1,2750,920,3670,64.38596
6542,Brooklin,37,1,1,1,2300,700,3000,81.08108
6543,Vila Nova Conceição,36,1,1,1,1800,1042,2842,78.94444
6544,Outro,74,2,2,2,2150,671,2821,38.12162
6545,Água Branca,70,3,2,1,2300,450,2750,39.285713
6546,Outro,43,2,1,1,1450,0,1450,33.720932
6547,Outro,50,2,1,1,1500,400,1900,38.0
6548,Moema,60,2,2,1,4100,780,4880,81.333336
6549,Jardins,45,1,1,1,4800,735,5535,123.0
6550,Vila Leopoldina,83,3,2,2,3300,950,4250,51.20482
6551,Vila Leopoldina,70,2,2,1,2400,677,3077,43.95714
6552,Vila Clementino,112,3,3,1,2700,1050,3750,33.482143
6553,Vila Olímpia,94,3,3,3,7500,1172,8672,92.25532
6554,Vila Nova Conceição,54,1,2,1,7500,700,8200,151.85185
6555,Perdizes,115,3,3,2,4500,1480,5980,52.0
6556,Outro,63,2,2,0,2500,535,3035,48.174603
